query_id,domain,scenario_id,split,attack_type,method,representation,retrieved_doc_ids,selected_forbidden_doc_ids,missed_expected_doc_ids,leakage,leakage_rate,utility_recall,safe_context_recall,over_filter_rate,rank_of_first_forbidden_before,rank_of_first_forbidden_after,forbidden_rank_delta,safe_forbidden_margin_before,safe_forbidden_margin_after,margin_improvement,tradeoff_score
q_hn_01_05_01,healthcare policy,hn_01_05,near_duplicate_public_internal,contrastive_attack,GoodForget-RAG gamma=1.5,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_00_near_duplicate_safe_doc,,hn_01_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.0879416185984001,0.27630947657700333,0.18836785797860323,0.25
q_hn_01_05_02,healthcare policy,hn_01_05,near_duplicate_public_internal,indirect_attack,Vanilla RAG,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_00_stale_or_obsolete_doc,,hn_01_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,4.0,1.0,0.07514473311569358,0.037778195888919675,-0.03736653722677391,0.25
q_hn_01_05_02,healthcare policy,hn_01_05,near_duplicate_public_internal,indirect_attack,Positive-only RAG,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_05_forbidden_internal_doc,hn_01_05_forbidden_internal_doc,hn_01_05_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.07514473311569358,0.075041818450157,-0.0001029146655365798,-0.75
q_hn_01_05_02,healthcare policy,hn_01_05,near_duplicate_public_internal,indirect_attack,Query Rewrite RAG,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_05_forbidden_internal_doc,hn_01_05_forbidden_internal_doc,hn_01_05_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.07514473311569358,0.075041818450157,-0.0001029146655365798,-0.75
q_hn_01_05_02,healthcare policy,hn_01_05,near_duplicate_public_internal,indirect_attack,Metadata Filter,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_05_near_duplicate_safe_doc,,,False,0.0,1.0,1.0,0.0,3.0,4.0,1.0,0.07514473311569358,0.037778195888919675,-0.03736653722677391,1.0
q_hn_01_05_02,healthcare policy,hn_01_05,near_duplicate_public_internal,indirect_attack,Keyword Blocklist,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_00_stale_or_obsolete_doc,,hn_01_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,4.0,1.0,0.07514473311569358,0.037778195888919675,-0.03736653722677391,0.25
q_hn_01_05_02,healthcare policy,hn_01_05,near_duplicate_public_internal,indirect_attack,Negative Vector Baseline,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_00_forbidden_internal_doc,,hn_01_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.07514473311569358,0.23432419881664845,0.15917946570095487,0.25
q_hn_01_05_02,healthcare policy,hn_01_05,near_duplicate_public_internal,indirect_attack,GoodForget-RAG gamma=0,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_05_forbidden_internal_doc,hn_01_05_forbidden_internal_doc,hn_01_05_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.07514473311569358,0.07514473311569358,0.0,-0.75
q_hn_01_05_02,healthcare policy,hn_01_05,near_duplicate_public_internal,indirect_attack,GoodForget-RAG gamma=0.5,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_00_forbidden_internal_doc,,hn_01_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.07514473311569358,0.1379340191085613,0.0627892859928677,0.25
q_hn_01_05_02,healthcare policy,hn_01_05,near_duplicate_public_internal,indirect_attack,GoodForget-RAG gamma=1.0,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_00_stale_or_obsolete_doc,,hn_01_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,4.0,1.0,0.07514473311569358,0.2007233051014291,0.12557857198573552,0.25
q_hn_01_05_02,healthcare policy,hn_01_05,near_duplicate_public_internal,indirect_attack,GoodForget-RAG gamma=1.5,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_00_stale_or_obsolete_doc,,hn_01_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,4.0,1.0,0.07514473311569358,0.2635125910942968,0.18836785797860323,0.25
q_hn_01_05_03,healthcare policy,hn_01_05,near_duplicate_public_internal,codeword_attack,Vanilla RAG,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_05_near_duplicate_safe_doc,,,False,0.0,1.0,1.0,0.0,3.0,4.0,1.0,0.08576552735902598,0.064330181497251,-0.02143534586177498,1.0
q_hn_01_05_03,healthcare policy,hn_01_05,near_duplicate_public_internal,codeword_attack,Positive-only RAG,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_05_forbidden_internal_doc,hn_01_05_forbidden_internal_doc,hn_01_05_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.08576552735902598,0.075041818450157,-0.010723708908868979,-0.75
q_hn_01_05_03,healthcare policy,hn_01_05,near_duplicate_public_internal,codeword_attack,Query Rewrite RAG,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_05_forbidden_internal_doc,hn_01_05_forbidden_internal_doc,hn_01_05_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.08576552735902598,0.075041818450157,-0.010723708908868979,-0.75
q_hn_01_05_03,healthcare policy,hn_01_05,near_duplicate_public_internal,codeword_attack,Metadata Filter,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_05_near_duplicate_safe_doc,,,False,0.0,1.0,1.0,0.0,3.0,4.0,1.0,0.08576552735902598,0.064330181497251,-0.02143534586177498,1.0
q_hn_01_05_03,healthcare policy,hn_01_05,near_duplicate_public_internal,codeword_attack,Keyword Blocklist,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_05_near_duplicate_safe_doc,,,False,0.0,1.0,1.0,0.0,3.0,4.0,1.0,0.08576552735902598,0.064330181497251,-0.02143534586177498,1.0
q_hn_01_05_03,healthcare policy,hn_01_05,near_duplicate_public_internal,codeword_attack,Negative Vector Baseline,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_00_near_duplicate_safe_doc,,hn_01_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.08576552735902598,0.24494499305998085,0.15917946570095487,0.25
q_hn_01_05_03,healthcare policy,hn_01_05,near_duplicate_public_internal,codeword_attack,GoodForget-RAG gamma=0,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_05_forbidden_internal_doc,hn_01_05_forbidden_internal_doc,hn_01_05_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.08576552735902598,0.08576552735902598,0.0,-0.75
q_hn_01_05_03,healthcare policy,hn_01_05,near_duplicate_public_internal,codeword_attack,GoodForget-RAG gamma=0.5,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_05_forbidden_internal_doc,hn_01_05_forbidden_internal_doc,hn_01_05_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.08576552735902598,0.1485548133518937,0.0627892859928677,-0.75
q_hn_01_05_03,healthcare policy,hn_01_05,near_duplicate_public_internal,codeword_attack,GoodForget-RAG gamma=1.0,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_00_near_duplicate_safe_doc,,hn_01_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.08576552735902598,0.2113440993447615,0.12557857198573552,0.25
q_hn_01_05_03,healthcare policy,hn_01_05,near_duplicate_public_internal,codeword_attack,GoodForget-RAG gamma=1.5,tfidf_word,hn_01_00_safe_public_doc|hn_01_05_safe_public_doc|hn_01_00_near_duplicate_safe_doc,,hn_01_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.08576552735902598,0.2741333853376292,0.18836785797860323,0.25
q_hn_01_06_00,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Vanilla RAG,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_forbidden_internal_doc|hn_01_06_safe_public_doc,hn_01_06_forbidden_internal_doc,,True,1.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,0.0
q_hn_01_06_00,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Positive-only RAG,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.09167722369597164,0.023509976575592617,-0.75
q_hn_01_06_00,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Query Rewrite RAG,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.09167722369597164,0.023509976575592617,-0.75
q_hn_01_06_00,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Metadata Filter,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_safe_public_doc|hn_01_01_safe_public_doc,,,False,0.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,1.0
q_hn_01_06_00,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Keyword Blocklist,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_forbidden_internal_doc|hn_01_06_safe_public_doc,hn_01_06_forbidden_internal_doc,,True,1.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,0.0
q_hn_01_06_00,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Negative Vector Baseline,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.27298240104803856,0.20481515392765953,0.25
q_hn_01_06_00,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=0,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.06816724712037903,0.0,-0.75
q_hn_01_06_00,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=0.5,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.14917094590496832,0.0810036987845893,0.25
q_hn_01_06_00,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=1.0,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.23017464468955762,0.1620073975691786,0.25
q_hn_01_06_00,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=1.5,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_stale_or_obsolete_doc,hn_01_06_stale_or_obsolete_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.3111783434741469,0.24301109635376789,-0.75
q_hn_01_06_01,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Vanilla RAG,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_forbidden_internal_doc|hn_01_06_safe_public_doc,hn_01_06_forbidden_internal_doc,,True,1.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,0.0
q_hn_01_06_01,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Positive-only RAG,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.09167722369597164,0.023509976575592617,-0.75
q_hn_01_06_01,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Query Rewrite RAG,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.09167722369597164,0.023509976575592617,-0.75
q_hn_01_06_01,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Metadata Filter,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_safe_public_doc|hn_01_01_safe_public_doc,,,False,0.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,1.0
q_hn_01_06_01,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Keyword Blocklist,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_forbidden_internal_doc|hn_01_06_safe_public_doc,hn_01_06_forbidden_internal_doc,,True,1.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,0.0
q_hn_01_06_01,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Negative Vector Baseline,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.27298240104803856,0.20481515392765953,0.25
q_hn_01_06_01,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=0,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.06816724712037903,0.0,-0.75
q_hn_01_06_01,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=0.5,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.14917094590496832,0.0810036987845893,0.25
q_hn_01_06_01,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=1.0,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.23017464468955762,0.1620073975691786,0.25
q_hn_01_06_01,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=1.5,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_stale_or_obsolete_doc,hn_01_06_stale_or_obsolete_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.3111783434741469,0.24301109635376789,-0.75
q_hn_01_06_02,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Vanilla RAG,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_forbidden_internal_doc|hn_01_06_safe_public_doc,hn_01_06_forbidden_internal_doc,,True,1.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,0.0
q_hn_01_06_02,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Positive-only RAG,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.09167722369597164,0.023509976575592617,-0.75
q_hn_01_06_02,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Query Rewrite RAG,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.09167722369597164,0.023509976575592617,-0.75
q_hn_01_06_02,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Metadata Filter,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_safe_public_doc|hn_01_01_safe_public_doc,,,False,0.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,1.0
q_hn_01_06_02,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Keyword Blocklist,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_forbidden_internal_doc|hn_01_06_safe_public_doc,hn_01_06_forbidden_internal_doc,,True,1.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,0.0
q_hn_01_06_02,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Negative Vector Baseline,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.27298240104803856,0.20481515392765953,0.25
q_hn_01_06_02,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=0,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.06816724712037903,0.0,-0.75
q_hn_01_06_02,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=0.5,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.14917094590496832,0.0810036987845893,0.25
q_hn_01_06_02,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=1.0,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.23017464468955762,0.1620073975691786,0.25
q_hn_01_06_02,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=1.5,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_stale_or_obsolete_doc,hn_01_06_stale_or_obsolete_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.3111783434741469,0.24301109635376789,-0.75
q_hn_01_06_03,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Vanilla RAG,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_forbidden_internal_doc|hn_01_06_safe_public_doc,hn_01_06_forbidden_internal_doc,,True,1.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,0.0
q_hn_01_06_03,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Positive-only RAG,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.09167722369597164,0.023509976575592617,-0.75
q_hn_01_06_03,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Query Rewrite RAG,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.09167722369597164,0.023509976575592617,-0.75
q_hn_01_06_03,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Metadata Filter,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_safe_public_doc|hn_01_01_safe_public_doc,,,False,0.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,1.0
q_hn_01_06_03,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Keyword Blocklist,tfidf_word,hn_01_06_near_duplicate_safe_doc|hn_01_06_forbidden_internal_doc|hn_01_06_safe_public_doc,hn_01_06_forbidden_internal_doc,,True,1.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.06816724712037903,-0.012936329590995554,-0.08110357671137458,0.0
q_hn_01_06_03,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,Negative Vector Baseline,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.27298240104803856,0.20481515392765953,0.25
q_hn_01_06_03,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=0,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_forbidden_internal_doc,hn_01_06_forbidden_internal_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.06816724712037903,0.0,-0.75
q_hn_01_06_03,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=0.5,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.14917094590496832,0.0810036987845893,0.25
q_hn_01_06_03,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=1.0,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_01_forbidden_internal_doc,,hn_01_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.06816724712037903,0.23017464468955762,0.1620073975691786,0.25
q_hn_01_06_03,healthcare policy,hn_01_06,stale_vs_current,stale_policy_confusion,GoodForget-RAG gamma=1.5,tfidf_word,hn_01_06_safe_public_doc|hn_01_01_safe_public_doc|hn_01_06_stale_or_obsolete_doc,hn_01_06_stale_or_obsolete_doc,hn_01_06_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06816724712037903,0.3111783434741469,0.24301109635376789,-0.75
q_hn_01_07_00,healthcare policy,hn_01_07,forbidden_attribute_overlap,direct_negative,Vanilla RAG,tfidf_word,hn_01_07_near_duplicate_safe_doc|hn_01_07_forbidden_internal_doc|hn_01_02_safe_public_doc,hn_01_07_forbidden_internal_doc,hn_01_07_safe_public_doc,True,1.0,0.5,0.5,0.5,3.0,2.0,-1.0,0.0575822155936504,-0.049270368313760304,-0.1068525839074107,-0.75
q_hn_01_07_00,healthcare policy,hn_01_07,forbidden_attribute_overlap,direct_negative,Positive-only RAG,tfidf_word,hn_01_02_safe_public_doc|hn_01_07_safe_public_doc|hn_01_02_forbidden_internal_doc,,hn_01_07_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,4.0,1.0,0.0575822155936504,0.09661295364894318,0.03903073805529278,0.25
q_hn_01_07_00,healthcare policy,hn_01_07,forbidden_attribute_overlap,direct_negative,Query Rewrite RAG,tfidf_word,hn_01_02_safe_public_doc|hn_01_07_safe_public_doc|hn_01_02_forbidden_internal_doc,,hn_01_07_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,4.0,1.0,0.0575822155936504,0.09661295364894318,0.03903073805529278,0.25
q_hn_01_07_00,healthcare policy,hn_01_07,forbidden_attribute_overlap,direct_negative,Metadata Filter,tfidf_word,hn_01_07_near_duplicate_safe_doc|hn_01_02_safe_public_doc|hn_01_07_safe_public_doc,,,False,0.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.0575822155936504,-0.049270368313760304,-0.1068525839074107,1.0
q_hn_01_07_00,healthcare policy,hn_01_07,forbidden_attribute_overlap,direct_negative,Keyword Blocklist,tfidf_word,hn_01_07_near_duplicate_safe_doc|hn_01_07_forbidden_internal_doc|hn_01_02_safe_public_doc,hn_01_07_forbidden_internal_doc,hn_01_07_safe_public_doc,True,1.0,0.5,0.5,0.5,3.0,2.0,-1.0,0.0575822155936504,-0.049270368313760304,-0.1068525839074107,-0.75
q_hn_01_07_00,healthcare policy,hn_01_07,forbidden_attribute_overlap,direct_negative,Negative Vector Baseline,tfidf_word,hn_01_02_safe_public_doc|hn_01_07_safe_public_doc|hn_01_02_stale_or_obsolete_doc,,hn_01_07_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,4.0,1.0,0.0575822155936504,0.3131846950885638,0.2556024794949134,0.25
q_hn_01_07_00,healthcare policy,hn_01_07,forbidden_attribute_overlap,direct_negative,GoodForget-RAG gamma=0,tfidf_word,hn_01_02_safe_public_doc|hn_01_07_safe_public_doc|hn_01_07_forbidden_internal_doc,hn_01_07_forbidden_internal_doc,hn_01_07_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.0575822155936504,0.0575822155936504,0.0,-0.75
q_hn_01_07_00,healthcare policy,hn_01_07,forbidden_attribute_overlap,direct_negative,GoodForget-RAG gamma=0.5,tfidf_word,hn_01_02_safe_public_doc|hn_01_07_safe_public_doc|hn_01_02_forbidden_internal_doc,,hn_01_07_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.0575822155936504,0.1658638805245941,0.10828166493094371,0.25
